RESPNUM,INTDATE,DAY,GATE,BAREA,AIRLINE,AIRLINE_CODE,DESTINATION,DEST_CODE,NETPRO,WEIGHT,HOWLONG,STRATA,STRATA_LBL,PEAK,PEAK_LBL,METHOD,METHOD_LBL,SAQ,SAQ_LBL,Q2PURP1,Q2PURP1_LBL,Q19AGE,Q19AGE_LBL,Q20GENDER,Q20GENDER_LBL,Q21INCOME,Q22FLY,Q22FLY_LBL,Q16LIVE,Q16LIVE_LBL,LANG,LANG_LBL,RESPNUM_PK,inferred_date,date_sk
1647,24,Wed,94,G,AIR CANADA,3,TORONTO,67,9.0,0.2847177143,105.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,2,No,1,9-County Bay Area,1,English,1647,2017-05-24,144
1648,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,9.0,0.9440823789,210.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,3,2,No,3,In another region,1,English,1648,2017-05-07,127
1649,24,Wed,94,G,AIR CANADA,3,TORONTO,67,10.0,0.2847177143,75.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,1,Male,4,2,No,1,9-County Bay Area,1,English,1649,2017-05-24,144
1650,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,9.0,0.9440823789,135.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,0,2,No,3,In another region,1,English,1650,2017-05-07,127
1651,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,7.0,0.9440823789,180.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,1,Male,4,2,No,3,In another region,1,English,1651,2017-05-07,127
1652,24,Wed,94,G,AIR CANADA,3,TORONTO,67,9.0,0.2847177143,135.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,4,2,No,1,9-County Bay Area,1,English,1652,2017-05-24,144
1653,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,7.0,0.9440823789,330.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,1,Yes,3,In another region,1,English,1653,2017-05-07,127
1654,24,Wed,94,G,AIR CANADA,3,TORONTO,67,9.0,0.2847177143,135.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,1,Yes,3,In another region,1,English,1654,2017-05-24,144
1655,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,8.0,0.9440823789,120.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,4,1,Yes,1,9-County Bay Area,1,English,1655,2017-05-07,127
1656,24,Wed,94,G,AIR CANADA,3,TORONTO,67,8.0,0.2847177143,105.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,1,Yes,1,9-County Bay Area,1,English,1656,2017-05-24,144
1657,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,5.0,0.9440823789,135.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,1,Yes,2,Northern California outside the Bay Area,1,English,1657,2017-05-07,127
1658,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,9.0,0.9440823789,120.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,1,9-County Bay Area,1,English,1658,2017-05-07,127
1659,24,Wed,94,G,AIR CANADA,3,TORONTO,67,10.0,0.2847177143,115.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,1,1,Yes,1,9-County Bay Area,1,English,1659,2017-05-24,144
1660,24,Wed,94,G,AIR CANADA,3,TORONTO,67,10.0,0.2847177143,85.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,4,2,No,1,9-County Bay Area,1,English,1660,2017-05-24,144
1661,9,Tue,65,E,UNITED,28,HOUSTON-BUSH INTCTL.,27,9.0,1.6329600946,230.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),2,Mail-in,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,1,Yes,3,In another region,1,English,1661,2017-05-09,129
1662,24,Wed,94,G,AIR CANADA,3,TORONTO,67,7.0,0.2847177143,135.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,6,55-64,2,Female,2,2,No,2,Northern California outside the Bay Area,1,English,1662,2017-05-24,144
1663,23,Tue,71,F,UNITED,28,BURBANK,8,8.0,1.6329600946,59.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),2,Mail-in,2,Self Administered,1,Business/Work/Job Interview,7,65 and over,2,Female,4,2,No,3,In another region,1,English,1663,2017-05-23,143
1664,24,Wed,5,A,ASIANA,10,SEOUL,61,9.0,0.723115625,173.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,1,Interviewer Administered,6,Wedding/funeral/graduation/reunion,6,55-64,2,Female,0,2,No,3,In another region,1,English,1664,2017-05-24,144
1665,24,Wed,5,A,ASIANA,10,SEOUL,61,9.0,0.723115625,120.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,4,35-44,1,Male,4,2,No,1,9-County Bay Area,1,English,1665,2017-05-24,144
1666,24,Wed,5,A,ASIANA,10,SEOUL,61,8.0,0.723115625,220.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,5,Conference/convention,3,25-34,1,Male,1,2,No,3,In another region,1,English,1666,2017-05-24,144
1667,24,Wed,5,A,ASIANA,10,SEOUL,61,9.0,0.723115625,190.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,2,2,No,3,In another region,1,English,1667,2017-05-24,144
1668,24,Wed,5,A,ASIANA,10,SEOUL,61,7.0,0.723115625,240.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,0,3,Don't know,1,9-County Bay Area,1,English,1668,2017-05-24,144
1669,24,Wed,5,A,ASIANA,10,SEOUL,61,10.0,0.723115625,130.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,2,2,No,3,In another region,1,English,1669,2017-05-24,144
1670,24,Wed,5,A,ASIANA,10,SEOUL,61,10.0,0.723115625,200.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,0,,2,18-24,2,Female,1,2,No,1,9-County Bay Area,1,English,1670,2017-05-24,144
1671,24,Wed,5,A,ASIANA,10,SEOUL,61,8.0,0.723115625,130.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,1,2,No,1,9-County Bay Area,1,English,1671,2017-05-24,144
1672,24,Wed,5,A,ASIANA,10,SEOUL,61,9.0,0.723115625,140.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,2,18-24,2,Female,2,2,No,1,9-County Bay Area,1,English,1672,2017-05-24,144
1673,24,Wed,5,A,ASIANA,10,SEOUL,61,9.0,0.723115625,90.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,2,18-24,1,Male,3,2,No,1,9-County Bay Area,1,English,1673,2017-05-24,144
1674,24,Wed,5,A,ASIANA,10,SEOUL,61,8.0,0.723115625,,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,5,Conference/convention,3,25-34,1,Male,1,2,No,3,In another region,1,English,1674,2017-05-24,144
1675,24,Wed,5,A,ASIANA,10,SEOUL,61,8.0,0.723115625,130.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,0,2,No,1,9-County Bay Area,1,English,1675,2017-05-24,144
1676,24,Wed,5,A,ASIANA,10,SEOUL,61,11.0,0.723115625,,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,2,2,No,3,In another region,1,English,1676,2017-05-24,144
1677,24,Wed,5,A,ASIANA,10,SEOUL,61,6.0,0.723115625,130.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,0,,3,25-34,1,Male,0,2,No,3,In another region,1,English,1677,2017-05-24,144
1678,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,8.0,0.3778995413,100.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,7,Other (specify),2,18-24,2,Female,2,3,Don't know,3,In another region,1,English,1678,2017-05-24,144
1679,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,10.0,0.3778995413,100.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,7,65 and over,2,Female,2,1,Yes,1,9-County Bay Area,1,English,1679,2017-05-24,144
1680,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,9.0,0.3778995413,115.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,2,Female,0,2,No,1,9-County Bay Area,1,English,1680,2017-05-24,144
1681,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,10.0,0.3778995413,145.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,3,2,No,1,9-County Bay Area,1,English,1681,2017-05-24,144
1682,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,10.0,0.3778995413,220.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,0,4,,2,Northern California outside the Bay Area,1,English,1682,2017-05-24,144
1683,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,7.0,0.3778995413,130.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,2,3,Don't know,1,9-County Bay Area,1,English,1683,2017-05-24,144
1684,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,10.0,0.3778995413,100.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,4,School/school event,2,18-24,1,Male,1,2,No,1,9-County Bay Area,1,English,1684,2017-05-24,144
1685,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,9.0,0.3778995413,100.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,2,Female,0,2,No,3,In another region,1,English,1685,2017-05-24,144
1686,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,8.0,0.3778995413,130.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,4,35-44,1,Male,4,2,No,1,9-County Bay Area,1,English,1686,2017-05-24,144
1687,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,7.0,0.3778995413,115.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,2,No,1,9-County Bay Area,1,English,1687,2017-05-24,144
1688,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,8.0,0.3778995413,110.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,2,Female,2,3,Don't know,3,In another region,1,English,1688,2017-05-24,144
1689,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,7.0,0.3778995413,115.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,1,Male,2,2,No,1,9-County Bay Area,1,English,1689,2017-05-24,144
1690,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,10.0,0.3778995413,145.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,1,Male,3,2,No,1,9-County Bay Area,1,English,1690,2017-05-24,144
1691,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,8.0,0.3778995413,115.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,2,Female,3,2,No,1,9-County Bay Area,1,English,1691,2017-05-24,144
1692,24,Wed,12,A,JETBLUE,20,NEW YORK-JFK,43,11.0,0.3778995413,115.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,0,2,No,2,Northern California outside the Bay Area,1,English,1692,2017-05-24,144
1693,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,10.0,1.4778779661,95.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,1,Male,4,3,Don't know,1,9-County Bay Area,1,English,1693,2017-05-19,139
1694,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,5.0,1.4778779661,143.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,2,Female,1,3,Don't know,3,In another region,1,English,1694,2017-05-19,139
1695,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,7.0,1.4778779661,95.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,4,2,No,1,9-County Bay Area,1,English,1695,2017-05-19,139
1696,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,7.0,1.4778779661,125.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,3,25-34,2,Female,0,2,No,3,In another region,1,English,1696,2017-05-19,139
1697,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,8.0,1.4778779661,95.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,0,2,No,1,9-County Bay Area,1,English,1697,2017-05-19,139
1698,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,6.0,1.4778779661,155.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,3,2,No,3,In another region,1,English,1698,2017-05-19,139
1699,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,7.0,1.4778779661,95.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,3,25-34,1,Male,4,2,No,1,9-County Bay Area,1,English,1699,2017-05-19,139
1700,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,7.0,1.4778779661,95.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,3,25-34,2,Female,4,2,No,1,9-County Bay Area,1,English,1700,2017-05-19,139
1701,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,6.0,1.4778779661,,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,5,Conference/convention,6,55-64,1,Male,4,4,,3,In another region,1,English,1701,2017-05-19,139
1702,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,8.0,1.4778779661,155.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,5,45-54,1,Male,3,2,No,3,In another region,1,English,1702,2017-05-19,139
1703,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,10.0,1.4778779661,85.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,4,35-44,2,Female,2,2,No,1,9-County Bay Area,1,English,1703,2017-05-19,139
1704,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,9.0,1.4778779661,95.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,5,Conference/convention,6,55-64,1,Male,4,2,No,3,In another region,1,English,1704,2017-05-19,139
1705,19,Fri,52,D,VIRGIN AMERICA,30,SAN DIEGO,55,8.0,1.4778779661,125.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,1,2,No,3,In another region,1,English,1705,2017-05-19,139
1707,23,Tue,79,F,UNITED,28,DALLAS-FT. WORTH,15,10.0,1.6329600946,120.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,2,2,No,3,In another region,1,English,1707,2017-05-23,143
1708,24,Wed,94,G,AIR CANADA,3,TORONTO,67,10.0,0.2847177143,90.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,4,2,No,3,In another region,1,English,1708,2017-05-24,144
1709,23,Tue,79,F,UNITED,28,DALLAS-FT. WORTH,15,6.0,1.6329600946,60.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,6,55-64,2,Female,1,2,No,3,In another region,1,English,1709,2017-05-23,143
1710,24,Wed,94,G,AIR CANADA,3,TORONTO,67,11.0,0.2847177143,105.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,1,Yes,1,9-County Bay Area,1,English,1710,2017-05-24,144
1711,25,Thu,8,A,ALASKA,7,PORTLAND,51,8.0,0.493739881,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,2,18-24,2,Female,1,2,No,1,9-County Bay Area,1,English,1711,2017-05-25,145
1712,23,Tue,79,F,UNITED,28,DALLAS-FT. WORTH,15,8.0,1.6329600946,90.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,3,2,No,1,9-County Bay Area,1,English,1712,2017-05-23,143
1713,23,Tue,79,F,UNITED,28,DALLAS-FT. WORTH,15,9.0,1.6329600946,60.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,6,55-64,2,Female,2,2,No,1,9-County Bay Area,1,English,1713,2017-05-23,143
1714,25,Thu,8,A,ALASKA,7,PORTLAND,51,10.0,0.493739881,105.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,2,3,Don't know,1,9-County Bay Area,1,English,1714,2017-05-25,145
1715,23,Tue,79,F,UNITED,28,DALLAS-FT. WORTH,15,9.0,1.6329600946,135.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,4,School/school event,4,35-44,1,Male,2,3,Don't know,1,9-County Bay Area,1,English,1715,2017-05-23,143
1716,25,Thu,8,A,ALASKA,7,PORTLAND,51,9.0,0.493739881,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,4,35-44,2,Female,2,2,No,1,9-County Bay Area,1,English,1716,2017-05-25,145
1717,23,Tue,79,F,UNITED,28,DALLAS-FT. WORTH,15,10.0,1.6329600946,150.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,1,Yes,3,In another region,1,English,1717,2017-05-23,143
1718,25,Thu,8,A,ALASKA,7,PORTLAND,51,10.0,0.493739881,140.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,1,2,No,1,9-County Bay Area,1,English,1718,2017-05-25,145
1719,25,Thu,8,A,ALASKA,7,PORTLAND,51,10.0,0.493739881,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,2,2,No,3,In another region,1,English,1719,2017-05-25,145
1720,25,Thu,8,A,ALASKA,7,PORTLAND,51,6.0,0.493739881,100.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,7,65 and over,1,Male,2,1,Yes,3,In another region,1,English,1720,2017-05-25,145
1721,23,Tue,79,F,UNITED,28,DALLAS-FT. WORTH,15,5.0,1.6329600946,465.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,0,2,No,3,In another region,1,English,1721,2017-05-23,143
1722,25,Thu,8,A,ALASKA,7,PORTLAND,51,9.0,0.493739881,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,1,2,No,3,In another region,1,English,1722,2017-05-25,145
